State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,GUNTUR,2006,Rabi       ,Safflower,6.0,2.0
Andhra Pradesh,GUNTUR,2006,Rabi       ,Sesamum,1271.0,262.0
Andhra Pradesh,GUNTUR,2006,Rabi       ,Small millets,46.0,25.0
Andhra Pradesh,GUNTUR,2006,Rabi       ,Urad,65589.0,17119.0
Andhra Pradesh,GUNTUR,2006,Rabi       ,Varagu,46.0,25.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Banana,5681.0,42238.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Beans & Mutter(Vegetable),512.0,3505.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Bhindi,2308.0,14402.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Bottle Gourd,234.0,0.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Brinjal,1231.0,17657.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Cabbage,283.0,0.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Cashewnut,150.0,40.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Citrus Fruit,2020.0,10680.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Coconut ,380.0,4497480.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Coriander,195.0,148.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Cucumber,1888.0,0.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Mango,913.0,2552.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Orange,959.0,14549.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Other Fresh Fruits,1350.0,6537.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Other Vegetables,5430.0,0.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Papaya,88.0,7991.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Pome Fruit,285.0,2476.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Sugarcane,1547.0,110569.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Sweet potato,33.0,239.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Tobacco,3181.0,7965.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Tomato,1478.0,14161.0
Andhra Pradesh,GUNTUR,2006,Whole Year ,Turmeric,4289.0,30649.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Arhar/Tur,31557.0,30295.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Bajra,5824.0,1584.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Castor seed,4765.0,3135.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Cotton(lint),177868.0,593242.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Dry chillies,55534.0,272727.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Groundnut,184.0,176.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Jowar,1797.0,961.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Maize,2749.0,8121.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Mesta,6.0,51.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Moong(Green Gram),8480.0,3053.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Onion,845.0,14336.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Rice,240404.0,833961.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Sesamum,8839.0,3323.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Soyabean,1066.0,651.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Sunflower,260.0,167.0
Andhra Pradesh,GUNTUR,2007,Kharif     ,Urad,1039.0,501.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Arhar/Tur,559.0,537.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Bajra,10.0,3.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Dry chillies,271.0,699.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Gram,3719.0,5679.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Groundnut,4585.0,11582.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Jowar,1515.0,8043.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Maize,32788.0,279714.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Moong(Green Gram),7823.0,2801.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Onion,394.0,5344.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Ragi,11.0,18.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Rapeseed &Mustard,1356.0,92.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Rice,21247.0,70922.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Sesamum,805.0,190.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Small millets,5.0,3.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Sunflower,59.0,53.0
Andhra Pradesh,GUNTUR,2007,Rabi       ,Urad,67026.0,45041.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Banana,6340.0,180798.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Cashewnut,159.0,34.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Coconut ,215.0,2528312.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Coriander,16.0,10.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Sugarcane,1972.0,150690.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Sweet potato,48.0,439.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Tapioca,5.0,36.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Tobacco,3872.0,7020.0
Andhra Pradesh,GUNTUR,2007,Whole Year ,Turmeric,4846.0,34184.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Arhar/Tur,35956.0,31461.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Bajra,796.0,464.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Castor seed,6886.0,3759.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Cotton(lint),152978.0,462533.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Dry chillies,41126.0,193539.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Groundnut,235.0,263.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Jowar,202.0,112.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Maize,1617.0,5786.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Moong(Green Gram),3852.0,1938.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Onion,1327.0,24880.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Rice,288879.0,892636.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Sesamum,4263.0,499.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Soyabean,1533.0,845.0
Andhra Pradesh,GUNTUR,2008,Kharif     ,Urad,1243.0,428.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Dry chillies,327.0,712.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Gram,6350.0,9970.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Groundnut,4834.0,16262.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Jowar,2449.0,12806.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Maize,22565.0,237023.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Moong(Green Gram),1913.0,1234.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Onion,372.0,5986.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Ragi,40.0,75.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Rapeseed &Mustard,1083.0,73.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Rice,31434.0,111559.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Sesamum,363.0,83.0
Andhra Pradesh,GUNTUR,2008,Rabi       ,Urad,100125.0,78298.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Banana,6263.0,164925.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Cashewnut,159.0,42.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Coconut ,222.0,1941072.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Sugarcane,1953.0,138788.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Sunflower,332.0,377.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Sweet potato,60.0,582.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Tobacco,3110.0,5759.0
Andhra Pradesh,GUNTUR,2008,Whole Year ,Turmeric,5219.0,34127.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Arhar/Tur,27430.0,20188.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Castor seed,1709.0,680.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Cotton(lint),132550.0,468603.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Dry chillies,58871.0,285819.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Groundnut,178.0,173.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Maize,1132.0,3104.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Moong(Green Gram),597.0,187.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Onion,598.0,10027.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Rice,288638.0,783941.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Sesamum,2037.0,568.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Soyabean,221.0,225.0
Andhra Pradesh,GUNTUR,2009,Kharif     ,Urad,1104.0,531.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Arhar/Tur,331.0,244.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Bajra,40.0,38.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Dry chillies,1045.0,3121.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Gram,11684.0,18099.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Groundnut,3690.0,8310.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Jowar,723.0,4168.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Maize,34010.0,280276.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Moong(Green Gram),1451.0,991.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Onion,566.0,7493.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Rapeseed &Mustard,743.0,46.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Rice,28933.0,100947.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Sesamum,83.0,16.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Urad,118159.0,111424.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Banana,5653.0,173479.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Cashewnut,159.0,42.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Coconut ,213.0,2747097.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Sugarcane,1721.0,135923.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Sunflower,47.0,38.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Sweet potato,11.0,118.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Tobacco,2541.0,5377.0
Andhra Pradesh,GUNTUR,2009,Whole Year ,Turmeric,5359.0,32047.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Arhar/Tur,21000.0,19000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Castor seed,2000.0,1000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Cotton(lint),150000.0,689000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Dry chillies,63000.0,312000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Maize,1000.0,3000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Moong(Green Gram),3000.0,1000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Onion,1000.0,18000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Rice,283000.0,976000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Sesamum,2000.0,1000.0
Andhra Pradesh,GUNTUR,2010,Kharif     ,Urad,1000.0,1000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Dry chillies,1000.0,3000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Gram,15000.0,25000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Groundnut,7000.0,9000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Jowar,3000.0,15000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Maize,58000.0,517000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Moong(Green Gram),2000.0,1000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Rice,24000.0,85000.0
Andhra Pradesh,GUNTUR,2010,Rabi       ,Urad,107000.0,31000.0
Andhra Pradesh,GUNTUR,2010,Whole Year ,Sugarcane,2000.0,117000.0
Andhra Pradesh,GUNTUR,2010,Whole Year ,Tobacco,2000.0,5000.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Arhar/Tur,18935.0,21832.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Castor seed,2106.0,1497.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Cotton(lint),166289.0,643636.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Dry chillies,61236.0,305935.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Groundnut,292.0,350.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Maize,784.0,2522.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Mesta,12.0,95.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Moong(Green Gram),183.0,55.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Onion,639.0,10738.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Rice,281491.0,959321.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Sesamum,501.0,180.0
Andhra Pradesh,GUNTUR,2011,Kharif     ,Urad,222.0,71.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Arhar/Tur,132.0,152.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Dry chillies,2392.0,8444.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Gram,12603.0,26025.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Groundnut,4950.0,12251.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Jowar,5108.0,35633.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Maize,95547.0,950884.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Moong(Green Gram),3925.0,2390.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Onion,84.0,1682.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Rapeseed &Mustard,707.0,16.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Rice,51358.0,187662.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Sesamum,35.0,6.0
Andhra Pradesh,GUNTUR,2011,Rabi       ,Urad,40024.0,22373.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Banana,5519.0,174969.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Cashewnut,156.0,45.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Coconut ,157.0,1435126.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Sugarcane,762.0,57402.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Sunflower,100.0,101.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Sweet potato,21.0,286.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Tobacco,6246.0,15890.0
Andhra Pradesh,GUNTUR,2011,Whole Year ,Turmeric,4394.0,30354.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Arhar/Tur,31140.0,28680.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Bajra,315.0,557.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Castor seed,762.0,895.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Cotton(lint),151490.0,524868.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Dry chillies,61837.0,341340.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Groundnut,256.0,284.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Jowar,180.0,212.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Maize,530.0,1912.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Moong(Green Gram),1135.0,20.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Onion,723.0,11708.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Rice,190526.0,683226.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Sesamum,1951.0,1077.0
Andhra Pradesh,GUNTUR,2012,Kharif     ,Urad,342.0,320.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Arhar/Tur,2552.0,2350.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Dry chillies,5101.0,20067.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Gram,9439.0,12280.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Groundnut,3588.0,9914.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Horse-gram,78.0,49.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Jowar,3449.0,20422.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Maize,68798.0,529745.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Moong(Green Gram),3683.0,2567.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Onion,40.0,1068.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Rapeseed &Mustard,595.0,15.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Rice,112342.0,383423.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Sesamum,15.0,3.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Small millets,84.0,79.0
Andhra Pradesh,GUNTUR,2012,Rabi       ,Urad,62373.0,35989.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Banana,5177.0,122452.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Cashewnut,166.0,49.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Coconut ,136.0,1539810.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Coriander,22.0,23.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Sugarcane,409.0,41203.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Sunflower,50.0,49.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Sweet potato,15.0,193.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Tobacco,9223.0,21059.0
Andhra Pradesh,GUNTUR,2012,Whole Year ,Turmeric,4704.0,24301.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Arhar/Tur,24084.0,27239.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Bajra,1065.0,1984.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Castor seed,1780.0,603.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Cotton(lint),170158.0,402203.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Dry chillies,61394.0,205424.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Groundnut,357.0,442.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Jowar,61.0,88.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Maize,269.0,802.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Mesta,52.0,465.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Moong(Green Gram),14346.0,2166.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Onion,619.0,12293.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Rice,271072.0,649760.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Sesamum,6130.0,736.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Soyabean,6.0,12.0
Andhra Pradesh,GUNTUR,2013,Kharif     ,Urad,277.0,14.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Arhar/Tur,885.0,1001.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Bajra,118.0,220.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Dry chillies,3314.0,13677.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Gram,9334.0,16521.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Groundnut,4389.0,13092.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Jowar,3940.0,23995.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Linseed,137.0,32.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Maize,80083.0,904377.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Moong(Green Gram),7365.0,2975.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Onion,268.0,1323.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Rapeseed &Mustard,761.0,1845.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Rice,58393.0,201806.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Sesamum,621.0,142.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Urad,69752.0,38922.0
Andhra Pradesh,GUNTUR,2013,Rabi       ,Wheat,43.0,56.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Banana,5045.0,151597.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Cashewnut,162.0,39.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Coriander,25.0,17.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Sugarcane,908.0,77430.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Sunflower,24.0,30.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Sweet potato,14.0,179.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Tobacco,4116.0,10729.0
Andhra Pradesh,GUNTUR,2013,Whole Year ,Turmeric,5413.0,35027.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Arhar/Tur,16678.0,16745.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Bajra,12.0,21.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Castor seed,1789.0,2596.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cotton(lint),162714.0,346485.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Dry chillies,74418.0,319402.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Groundnut,341.0,477.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Maize,792.0,2922.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Moong(Green Gram),919.0,35.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Onion,959.0,13821.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,other oilseeds,7.0,149.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Rice,281790.0,1080921.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sesamum,2532.0,1152.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Soyabean,5.0,8.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Urad,172.0,189.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Arhar/Tur,401.0,403.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Dry chillies,1706.0,7431.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Gram,11693.0,23854.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Groundnut,4750.0,13775.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Jowar,21061.0,125945.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Maize,70965.0,627331.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Moong(Green Gram),17266.0,15298.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,other oilseeds,5.0,8.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Ragi,114.0,173.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rapeseed &Mustard,666.0,1572.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rice,11012.0,39060.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sesamum,1312.0,283.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Urad,55286.0,60759.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Banana,5595.0,216308.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Cashewnut,162.0,42.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Coconut ,125.0,1757728.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Sugarcane,967.0,100572.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Sunflower,1.0,1.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Sweet potato,21.0,270.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Tobacco,4487.0,14803.0
Andhra Pradesh,GUNTUR,2014,Whole Year ,Turmeric,5593.0,43737.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Arhar/Tur,13555.0,18787.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Bajra,1882.0,3668.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Brinjal,621.0,6424.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Cabbage,47.0,1238.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Cashewnut,154.0,42.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Castor seed,1728.0,2825.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Cotton(lint),187397.0,708802.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Dry chillies,58609.0,255418.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Groundnut,434.0,714.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Jowar,295.0,782.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Lemon,1910.0,35068.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Maize,1103.0,4319.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Mango,703.0,5422.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Moong(Green Gram),2980.0,1299.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Onion,679.0,12963.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Papaya,322.0,35076.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Rice,174699.0,607778.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Sapota,1471.0,12933.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Sesamum,1945.0,521.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Soyabean,168.0,305.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Sugarcane,573.0,53792.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Tobacco,1378.0,4775.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Tomato,783.0,27537.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Turmeric,5013.0,32695.0
Andhra Pradesh,GUNTUR,2015,Kharif     ,Urad,761.0,688.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Arhar/Tur,1112.0,1541.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Bajra,24.0,47.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Brinjal,468.0,4841.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Cabbage,28.0,737.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Castor seed,1235.0,2019.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Coriander,1.0,1.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Cowpea(Lobia),14.0,13.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Dry chillies,3267.0,13035.0
Andhra Pradesh,GUNTUR,2015,Rabi       ,Gram,22669.0,42708.0
